id,gender,age,industry,sign,date,text,tokens,token_count,freq_dist
2425604,female,16,Student,Sagittarius,"25,February,2004",       im in a pretty good mood im kinda like just feeling normal i guess like not hyper or nothing o well i got my ticket im so excited fuck yes and colin is now buggin me to go see blink 182 with him with back stage passes lol  o well im just doin home work and excited about tomorro love you chell         ,"['im', 'in', 'a', 'pretty', 'good', 'mood', 'im', 'kinda', 'like', 'just', 'feeling', 'normal', 'i', 'guess', 'like', 'not', 'hyper', 'or', 'nothing', 'o', 'well', 'i', 'got', 'my', 'ticket', 'im', 'so', 'excited', 'fuck', 'yes', 'and', 'colin', 'is', 'now', 'buggin', 'me', 'to', 'go', 'see', 'blink', '182', 'with', 'him', 'with', 'back', 'stage', 'passes', 'lol', 'o', 'well', 'im', 'just', 'doin', 'home', 'work', 'and', 'excited', 'about', 'tomorro', 'love', 'you', 'chell']",62,<FreqDist with 51 samples and 62 outcomes>
4001907,male,27,Publishing,Aries,"14,August,2004","              urlLink    The sketch was drawn by me ,when I was 21 years old ,I worked for NAVY ,those times had stoped to think all about young life , I always thought if some day war being ,how could I doing for ,The sunset at xin-zhu ,I don't quite sure where the seaboard exactly , but I always remember that red sky and big sun from the extremity of sea ,........&nbsp; urlLink            ","['urlLink', 'The', 'sketch', 'was', 'drawn', 'by', 'me', ',', 'when', 'I', 'was', '21', 'years', 'old', ',', 'I', 'worked', 'for', 'NAVY', ',', 'those', 'times', 'had', 'stoped', 'to', 'think', 'all', 'about', 'young', 'life', ',', 'I', 'always', 'thought', 'if', 'some', 'day', 'war', 'being', ',', 'how', 'could', 'I', 'doing', 'for', ',', 'The', 'sunset', 'at', 'xin-zhu', ',', 'I', 'do', ""n't"", 'quite', 'sure', 'where', 'the', 'seaboard', 'exactly', ',', 'but', 'I', 'always', 'remember', 'that', 'red', 'sky', 'and', 'big', 'sun', 'from', 'the', 'extremity', 'of', 'sea', ',', '...', '...', '..', '&', 'nbsp', ';', 'urlLink']",84,<FreqDist with 64 samples and 84 outcomes>
2304201,male,17,indUnk,Capricorn,"02,August,2004","           i need a date for prom asap, motha effas.         ","['i', 'need', 'a', 'date', 'for', 'prom', 'asap', ',', 'motha', 'effas', '.']",11,<FreqDist with 11 samples and 11 outcomes>
3827763,male,16,indUnk,Sagittarius,"27,July,2004","       Alright, heres my senario...Justin and I went on vacation w/ his parents for a week to arkansas and found that there are nothing but imbreds there...and you can tell who is and isn't imbred by the amount of hicken accent in their voice. Not only were we surrounded by hicks and imbreds all week but we found that we do not feel we should sin anymore, and heres why. The complex was completly idle to anything and everything, so in order to do anything you had to drive anywhere from half an hour to an hour to do something so Justin and I spent the week working out, playing pool, and sitting in the sauna. If you ever been in a sauna youll understand but otherwise youll be completely lost. (not really,&nbsp;I just like to say things so your like 'then why the hell am&nbsp;I reading this?) When you sit in a sauna all you can do is think about how hot it is, but you dont want to&nbsp;get out because then your considered the weakest person in there and you dont want that, no no. So you sit in the sauna for more than half an hour until Justin and I both look at each other and say, simaltaniously 'Damn, its hot, lets get the hell out of here' and so we leave. If a sauna is anything compared to hell then I shall no longer commit any sins or be a bad person. (we all know thats not true, I can't live w/out making the occasional smart ass comment, or being just plain mean to Justins girlfriend) But,&nbsp;I figure that if i can sit in a sauna for half an hour and then, eventually get used to it,&nbsp;I can do the same in hell. (I know its a horrible thing to say, and I'm willing to bet that many of you will tell me I'm not going to hell because all in all im a decent person, but if you really think about it, its true....I've earned myself a one way ticket to hell years ago and since no one at the front desk will refund my money I'm kinda stuck w/ the ticket and thus I'm going to go to hell and get my moneys worth) In gods name we pray...amen     ","['Alright', ',', 'heres', 'my', 'senario', '...', 'Justin', 'and', 'I', 'went', 'on', 'vacation', 'w/', 'his', 'parents', 'for', 'a', 'week', 'to', 'arkansas', 'and', 'found', 'that', 'there', 'are', 'nothing', 'but', 'imbreds', 'there', '...', 'and', 'you', 'can', 'tell', 'who', 'is', 'and', 'is', ""n't"", 'imbred', 'by', 'the', 'amount', 'of', 'hicken', 'accent', 'in', 'their', 'voice', '.', 'Not', 'only', 'were', 'we', 'surrounded', 'by', 'hicks', 'and', 'imbreds', 'all', 'week', 'but', 'we', 'found', 'that', 'we', 'do', 'not', 'feel', 'we', 'should', 'sin', 'anymore', ',', 'and', 'heres', 'why', '.', 'The', 'complex', 'was', 'completly', 'idle', 'to', 'anything', 'and', 'everything', ',', 'so', 'in', 'order', 'to', 'do', 'anything', 'you', 'had', 'to', 'drive', 'anywhere', 'from', 'half', 'an', 'hour', 'to', 'an', 'hour', 'to', 'do', 'something', 'so', 'Justin', 'and', 'I', 'spent', 'the', 'week', 'working', 'out', ',', 'playing', 'pool', ',', 'and', 'sitting', 'in', 'the', 'sauna', '.', 'If', 'you', 'ever', 'been', 'in', 'a', 'sauna', 'youll', 'understand', 'but', 'otherwise', 'youll', 'be', 'completely', 'lost', '.', '(', 'not', 'really', ',', '&', 'nbsp', ';', 'I', 'just', 'like', 'to', 'say', 'things', 'so', 'your', 'like', ""'then"", 'why', 'the', 'hell', 'am', '&', 'nbsp', ';', 'I', 'reading', 'this', '?', ')', 'When', 'you', 'sit', 'in', 'a', 'sauna', 'all', 'you', 'can', 'do', 'is', 'think', 'about', 'how', 'hot', 'it', 'is', ',', 'but', 'you', 'dont', 'want', 'to', '&', 'nbsp', ';', 'get', 'out', 'because', 'then', 'your', 'considered', 'the', 'weakest', 'person', 'in', 'there', 'and', 'you', 'dont', 'want', 'that', ',', 'no', 'no', '.', 'So', 'you', 'sit', 'in', 'the', 'sauna', 'for', 'more', 'than', 'half', 'an', 'hour', 'until', 'Justin', 'and', 'I', 'both', 'look', 'at', 'each', 'other', 'and', 'say', ',', 'simaltaniously', ""'Damn"", ',', 'its', 'hot', ',', 'lets', 'get', 'the', 'hell', 'out', 'of', 'here', ""'"", 'and', 'so', 'we', 'leave', '.', 'If', 'a', 'sauna', 'is', 'anything', 'compared', 'to', 'hell', 'then', 'I', 'shall', 'no', 'longer', 'commit', 'any', 'sins', 'or', 'be', 'a', 'bad', 'person', '.', '(', 'we', 'all', 'know', 'thats', 'not', 'true', ',', 'I', 'ca', ""n't"", 'live', 'w/out', 'making', 'the', 'occasional', 'smart', 'ass', 'comment', ',', 'or', 'being', 'just', 'plain', 'mean', 'to', 'Justins', 'girlfriend', ')', 'But', ',', '&', 'nbsp', ';', 'I', 'figure', 'that', 'if', 'i', 'can', 'sit', 'in', 'a', 'sauna', 'for', 'half', 'an', 'hour', 'and', 'then', ',', 'eventually', 'get', 'used', 'to', 'it', ',', '&', 'nbsp', ';', 'I', 'can', 'do', 'the', 'same', 'in', 'hell', '.', '(', 'I', 'know', 'its', 'a', 'horrible', 'thing', 'to', 'say', ',', 'and', 'I', ""'m"", 'willing', 'to', 'bet', 'that', 'many', 'of', 'you', 'will', 'tell', 'me', 'I', ""'m"", 'not', 'going', 'to', 'hell', 'because', 'all', 'in', 'all', 'im', 'a', 'decent', 'person', ',', 'but', 'if', 'you', 'really', 'think', 'about', 'it', ',', 'its', 'true', '...', '.I', ""'ve"", 'earned', 'myself', 'a', 'one', 'way', 'ticket', 'to', 'hell', 'years', 'ago', 'and', 'since', 'no', 'one', 'at', 'the', 'front', 'desk', 'will', 'refund', 'my', 'money', 'I', ""'m"", 'kinda', 'stuck', 'w/', 'the', 'ticket', 'and', 'thus', 'I', ""'m"", 'going', 'to', 'go', 'to', 'hell', 'and', 'get', 'my', 'moneys', 'worth', ')', 'In', 'gods', 'name', 'we', 'pray', '...', 'amen']",454,<FreqDist with 207 samples and 454 outcomes>
2389810,male,23,Student,Aries,"02,August,2004",            urlLink    My aunt cooks some chicken.&nbsp; urlLink            ,"['urlLink', 'My', 'aunt', 'cooks', 'some', 'chicken.', '&', 'nbsp', ';', 'urlLink']",10,<FreqDist with 9 samples and 10 outcomes>
3745046,male,16,Non-Profit,Pisces,"16,July,2004","       So you've tried tried so hard to be social to be cool, to be with them and I tried tried to care about you when everyone else didnt care I left and walked your way I watched you, I felt like there was something there when you glanced my way but I was wrong the times I sat and stroked your hair trying to let you know that I still cared cared about you even when no one else payed attention to you when everyone else let you shut out the world I left the world, and I came to you, came to you, off in your corner sulking, brooding, thinking and I tried to help, tried to care but unwelcome I was, so it seems and for caring, I was left with you not caring for me not wasting your time on me not wasting your breath on me So I cared to much, so I felt a joy when you leaned on me, when your hand brushed mine So maybe I did something wrong, to care the way i did &nbsp; After all I tried to do all the times I walked around with you my defenses have been broken my walls overrun and now your words fly to me, through me I no longer care, care to plan a smart response I sit and I watch, watch you joke, smile, laugh around him when around me you do nothing but mock me, make a fool of me butcher my every word, noise, expression And I care not I sit and I watch and I care not I let your words wash over me, consume me surround me and carry me downstream downstream away from you away from caring I watch you laugh with him after the echoes fade and I care not.  &nbsp;     ","['So', 'you', ""'ve"", 'tried', 'tried', 'so', 'hard', 'to', 'be', 'social', 'to', 'be', 'cool', ',', 'to', 'be', 'with', 'them', 'and', 'I', 'tried', 'tried', 'to', 'care', 'about', 'you', 'when', 'everyone', 'else', 'didnt', 'care', 'I', 'left', 'and', 'walked', 'your', 'way', 'I', 'watched', 'you', ',', 'I', 'felt', 'like', 'there', 'was', 'something', 'there', 'when', 'you', 'glanced', 'my', 'way', 'but', 'I', 'was', 'wrong', 'the', 'times', 'I', 'sat', 'and', 'stroked', 'your', 'hair', 'trying', 'to', 'let', 'you', 'know', 'that', 'I', 'still', 'cared', 'cared', 'about', 'you', 'even', 'when', 'no', 'one', 'else', 'payed', 'attention', 'to', 'you', 'when', 'everyone', 'else', 'let', 'you', 'shut', 'out', 'the', 'world', 'I', 'left', 'the', 'world', ',', 'and', 'I', 'came', 'to', 'you', ',', 'came', 'to', 'you', ',', 'off', 'in', 'your', 'corner', 'sulking', ',', 'brooding', ',', 'thinking', 'and', 'I', 'tried', 'to', 'help', ',', 'tried', 'to', 'care', 'but', 'unwelcome', 'I', 'was', ',', 'so', 'it', 'seems', 'and', 'for', 'caring', ',', 'I', 'was', 'left', 'with', 'you', 'not', 'caring', 'for', 'me', 'not', 'wasting', 'your', 'time', 'on', 'me', 'not', 'wasting', 'your', 'breath', 'on', 'me', 'So', 'I', 'cared', 'to', 'much', ',', 'so', 'I', 'felt', 'a', 'joy', 'when', 'you', 'leaned', 'on', 'me', ',', 'when', 'your', 'hand', 'brushed', 'mine', 'So', 'maybe', 'I', 'did', 'something', 'wrong', ',', 'to', 'care', 'the', 'way', 'i', 'did', '&', 'nbsp', ';', 'After', 'all', 'I', 'tried', 'to', 'do', 'all', 'the', 'times', 'I', 'walked', 'around', 'with', 'you', 'my', 'defenses', 'have', 'been', 'broken', 'my', 'walls', 'overrun', 'and', 'now', 'your', 'words', 'fly', 'to', 'me', ',', 'through', 'me', 'I', 'no', 'longer', 'care', ',', 'care', 'to', 'plan', 'a', 'smart', 'response', 'I', 'sit', 'and', 'I', 'watch', ',', 'watch', 'you', 'joke', ',', 'smile', ',', 'laugh', 'around', 'him', 'when', 'around', 'me', 'you', 'do', 'nothing', 'but', 'mock', 'me', ',', 'make', 'a', 'fool', 'of', 'me', 'butcher', 'my', 'every', 'word', ',', 'noise', ',', 'expression', 'And', 'I', 'care', 'not', 'I', 'sit', 'and', 'I', 'watch', 'and', 'I', 'care', 'not', 'I', 'let', 'your', 'words', 'wash', 'over', 'me', ',', 'consume', 'me', 'surround', 'me', 'and', 'carry', 'me', 'downstream', 'downstream', 'away', 'from', 'you', 'away', 'from', 'caring', 'I', 'watch', 'you', 'laugh', 'with', 'him', 'after', 'the', 'echoes', 'fade', 'and', 'I', 'care', 'not', '.', '&', 'nbsp', ';']",334,<FreqDist with 133 samples and 334 outcomes>
3426442,female,34,indUnk,Aries,"23,May,2004","           I felt good driving to work. I felt a little bad for tormenting and using Anna so last night. But after waking her up by fingering her asshole, and fucking her mind while she did the required playing with herself without orgasm that Erik has her do each morning, and listning to her moan like a whore, I felt good. Good and vicious.  I stopped by a horse and tackle store on my way to work to look for somehitng nice to give to Anna. I know as well as Erik that after several days of teasing and our demanded chastity of her, she's ripe for pleasure. She's almost to the place that she will do anything, try anything, endure anything, to achieve that permission to orgasm.  While I was browsing a young guy walked up and asked if he could help me find something. I was in my mode, dark and firm and I flatly told him 'No thank you.' Now I don't know if he was suspicious of me being a shoplifter, or a pervert, but he had to push and find out so he asked me 'Are you looking for somehting for a horse?' Never looking back at him I replied in a firm and confidnet tone, 'No.' immediately he went away....  But I noticed someone else in my periferal vision, at the opposite endcap where the dog food is. I turned my head to find an older, well seasoned looking woman staring at me. She had on the typical white trash cut offs and T shirts that prevail here and looked like an old shoe from too much suntanning. That and the fact she was a stick gave me no cause for a second glance.  I finished and moved on to leave. I bought a soda with this woman in line behind me, then following me out into the parking lot. I could feel her staring so I tured to face her with one of my patented 'hard looks', expecting to see her looking at me like I was a freak (I get that a lot, it's a look I foster). Instead, to my surprise I find her with this look that says something closer to 'Please take me with you.'  Interesting. And novel.          ","['I', 'felt', 'good', 'driving', 'to', 'work', '.', 'I', 'felt', 'a', 'little', 'bad', 'for', 'tormenting', 'and', 'using', 'Anna', 'so', 'last', 'night', '.', 'But', 'after', 'waking', 'her', 'up', 'by', 'fingering', 'her', 'asshole', ',', 'and', 'fucking', 'her', 'mind', 'while', 'she', 'did', 'the', 'required', 'playing', 'with', 'herself', 'without', 'orgasm', 'that', 'Erik', 'has', 'her', 'do', 'each', 'morning', ',', 'and', 'listning', 'to', 'her', 'moan', 'like', 'a', 'whore', ',', 'I', 'felt', 'good', '.', 'Good', 'and', 'vicious', '.', 'I', 'stopped', 'by', 'a', 'horse', 'and', 'tackle', 'store', 'on', 'my', 'way', 'to', 'work', 'to', 'look', 'for', 'somehitng', 'nice', 'to', 'give', 'to', 'Anna', '.', 'I', 'know', 'as', 'well', 'as', 'Erik', 'that', 'after', 'several', 'days', 'of', 'teasing', 'and', 'our', 'demanded', 'chastity', 'of', 'her', ',', 'she', ""'s"", 'ripe', 'for', 'pleasure', '.', 'She', ""'s"", 'almost', 'to', 'the', 'place', 'that', 'she', 'will', 'do', 'anything', ',', 'try', 'anything', ',', 'endure', 'anything', ',', 'to', 'achieve', 'that', 'permission', 'to', 'orgasm', '.', 'While', 'I', 'was', 'browsing', 'a', 'young', 'guy', 'walked', 'up', 'and', 'asked', 'if', 'he', 'could', 'help', 'me', 'find', 'something', '.', 'I', 'was', 'in', 'my', 'mode', ',', 'dark', 'and', 'firm', 'and', 'I', 'flatly', 'told', 'him', ""'No"", 'thank', 'you', '.', ""'"", 'Now', 'I', 'do', ""n't"", 'know', 'if', 'he', 'was', 'suspicious', 'of', 'me', 'being', 'a', 'shoplifter', ',', 'or', 'a', 'pervert', ',', 'but', 'he', 'had', 'to', 'push', 'and', 'find', 'out', 'so', 'he', 'asked', 'me', ""'Are"", 'you', 'looking', 'for', 'somehting', 'for', 'a', 'horse', '?', ""'"", 'Never', 'looking', 'back', 'at', 'him', 'I', 'replied', 'in', 'a', 'firm', 'and', 'confidnet', 'tone', ',', ""'No"", '.', ""'"", 'immediately', 'he', 'went', 'away', '...', '.', 'But', 'I', 'noticed', 'someone', 'else', 'in', 'my', 'periferal', 'vision', ',', 'at', 'the', 'opposite', 'endcap', 'where', 'the', 'dog', 'food', 'is', '.', 'I', 'turned', 'my', 'head', 'to', 'find', 'an', 'older', ',', 'well', 'seasoned', 'looking', 'woman', 'staring', 'at', 'me', '.', 'She', 'had', 'on', 'the', 'typical', 'white', 'trash', 'cut', 'offs', 'and', 'T', 'shirts', 'that', 'prevail', 'here', 'and', 'looked', 'like', 'an', 'old', 'shoe', 'from', 'too', 'much', 'suntanning', '.', 'That', 'and', 'the', 'fact', 'she', 'was', 'a', 'stick', 'gave', 'me', 'no', 'cause', 'for', 'a', 'second', 'glance', '.', 'I', 'finished', 'and', 'moved', 'on', 'to', 'leave', '.', 'I', 'bought', 'a', 'soda', 'with', 'this', 'woman', 'in', 'line', 'behind', 'me', ',', 'then', 'following', 'me', 'out', 'into', 'the', 'parking', 'lot', '.', 'I', 'could', 'feel', 'her', 'staring', 'so', 'I', 'tured', 'to', 'face', 'her', 'with', 'one', 'of', 'my', 'patented', ""'hard"", 'looks', ""'"", ',', 'expecting', 'to', 'see', 'her', 'looking', 'at', 'me', 'like', 'I', 'was', 'a', 'freak', '(', 'I', 'get', 'that', 'a', 'lot', ',', 'it', ""'s"", 'a', 'look', 'I', 'foster', ')', '.', 'Instead', ',', 'to', 'my', 'surprise', 'I', 'find', 'her', 'with', 'this', 'look', 'that', 'says', 'something', 'closer', 'to', ""'Please"", 'take', 'me', 'with', 'you', '.', ""'"", 'Interesting', '.', 'And', 'novel', '.']",429,<FreqDist with 213 samples and 429 outcomes>
3581240,female,24,indUnk,Leo,"08,July,2004","       You know them, you work with them for at least 8 hours out of the day. And they come with every imaginable  perangai  and quirks. You are forgiven if you thought these ppl came from  urlLink Charon  (yes, there  is  such a thing!). There’s almost 30 of us working on this floor, for a few different departments. Most of them are nice & normal ppl, I mean you wouldn’t feel the need to look for a 10-ft pole when they approach you. But you know I’ll only blog about the ones who have both feet planted firmly over the line of normality right?   Pitchy Lady – Now, she works just a few tables away from me. In her 40’s, this woman dresses the way my mother used to dress back in the late 80’s. Horrendous  baju kurung moden  with shoulder pads so huge that she can lend them to a NFL player. She’ll scurry into the office in the mornings, turn on her PC and check her mail while doing any one or all of the following: sigh loudly, repeatedly; exclaim “Aiyoyo” to the screen; spill coffee and biscuit crumbs all over her outfit or files and exclaiming “Aiyoyo” again at the mess. Throughout the day, she will make various other noises that I simply cannot describe and will start conversations with no one in particular. Let me explain. She’d be sitting at her desk, eyes on the screen and suddenly start talking. Everyone who’s within hearing distance of this (myself included) would usually look among ourselves to figure out who she’s talking to. Sometimes, it’s her colleague who sits in front of her. The rest of the time? It’s her own little solo conversation in that strange, high-pitched voice she has. Imagine a voice that’s cracking and constantly changing pitch, like a boy going thru puberty. Only it’s a woman. And she’s 40+.  Manager Burps – One of the managers on this floor has a habit of leaning back against his chair when he’s having a long phone call. I mean all the way back that he’s almost horizontal. From my desk, I can hear him gabbing away but can’t see him. There was once he finished his call and ambled over to my area to talk to his exec. Then we noticed his hair, which was standing up at the back of his head. The four of us started laughing like a bunch of crazed hyenas while he stood there wondering. He figured it out right then and smoothed it down. For an idea of how he looked like, see pic below.        Of course, he's no 30 yr old hot, blonde actress but you get the idea. I’ve also been unfortunate enough to catch his ‘symphony of burps’ and digging-for-buried-treasure performances. You won’t be yelling for an encore at the end of it, believe me!          ","['You', 'know', 'them', ',', 'you', 'work', 'with', 'them', 'for', 'at', 'least', '8', 'hours', 'out', 'of', 'the', 'day', '.', 'And', 'they', 'come', 'with', 'every', 'imaginable', 'perangai', 'and', 'quirks', '.', 'You', 'are', 'forgiven', 'if', 'you', 'thought', 'these', 'ppl', 'came', 'from', 'urlLink', 'Charon', '(', 'yes', ',', 'there', 'is', 'such', 'a', 'thing', '!', ')', '.', 'There', '’', 's', 'almost', '30', 'of', 'us', 'working', 'on', 'this', 'floor', ',', 'for', 'a', 'few', 'different', 'departments', '.', 'Most', 'of', 'them', 'are', 'nice', '&', 'normal', 'ppl', ',', 'I', 'mean', 'you', 'wouldn', '’', 't', 'feel', 'the', 'need', 'to', 'look', 'for', 'a', '10-ft', 'pole', 'when', 'they', 'approach', 'you', '.', 'But', 'you', 'know', 'I', '’', 'll', 'only', 'blog', 'about', 'the', 'ones', 'who', 'have', 'both', 'feet', 'planted', 'firmly', 'over', 'the', 'line', 'of', 'normality', 'right', '?', 'Pitchy', 'Lady', '–', 'Now', ',', 'she', 'works', 'just', 'a', 'few', 'tables', 'away', 'from', 'me', '.', 'In', 'her', '40', '’', 's', ',', 'this', 'woman', 'dresses', 'the', 'way', 'my', 'mother', 'used', 'to', 'dress', 'back', 'in', 'the', 'late', '80', '’', 's', '.', 'Horrendous', 'baju', 'kurung', 'moden', 'with', 'shoulder', 'pads', 'so', 'huge', 'that', 'she', 'can', 'lend', 'them', 'to', 'a', 'NFL', 'player', '.', 'She', '’', 'll', 'scurry', 'into', 'the', 'office', 'in', 'the', 'mornings', ',', 'turn', 'on', 'her', 'PC', 'and', 'check', 'her', 'mail', 'while', 'doing', 'any', 'one', 'or', 'all', 'of', 'the', 'following', ':', 'sigh', 'loudly', ',', 'repeatedly', ';', 'exclaim', '“', 'Aiyoyo', '”', 'to', 'the', 'screen', ';', 'spill', 'coffee', 'and', 'biscuit', 'crumbs', 'all', 'over', 'her', 'outfit', 'or', 'files', 'and', 'exclaiming', '“', 'Aiyoyo', '”', 'again', 'at', 'the', 'mess', '.', 'Throughout', 'the', 'day', ',', 'she', 'will', 'make', 'various', 'other', 'noises', 'that', 'I', 'simply', 'can', 'not', 'describe', 'and', 'will', 'start', 'conversations', 'with', 'no', 'one', 'in', 'particular', '.', 'Let', 'me', 'explain', '.', 'She', '’', 'd', 'be', 'sitting', 'at', 'her', 'desk', ',', 'eyes', 'on', 'the', 'screen', 'and', 'suddenly', 'start', 'talking', '.', 'Everyone', 'who', '’', 's', 'within', 'hearing', 'distance', 'of', 'this', '(', 'myself', 'included', ')', 'would', 'usually', 'look', 'among', 'ourselves', 'to', 'figure', 'out', 'who', 'she', '’', 's', 'talking', 'to', '.', 'Sometimes', ',', 'it', '’', 's', 'her', 'colleague', 'who', 'sits', 'in', 'front', 'of', 'her', '.', 'The', 'rest', 'of', 'the', 'time', '?', 'It', '’', 's', 'her', 'own', 'little', 'solo', 'conversation', 'in', 'that', 'strange', ',', 'high-pitched', 'voice', 'she', 'has', '.', 'Imagine', 'a', 'voice', 'that', '’', 's', 'cracking', 'and', 'constantly', 'changing', 'pitch', ',', 'like', 'a', 'boy', 'going', 'thru', 'puberty', '.', 'Only', 'it', '’', 's', 'a', 'woman', '.', 'And', 'she', '’', 's', '40+', '.', 'Manager', 'Burps', '–', 'One', 'of', 'the', 'managers', 'on', 'this', 'floor', 'has', 'a', 'habit', 'of', 'leaning', 'back', 'against', 'his', 'chair', 'when', 'he', '’', 's', 'having', 'a', 'long', 'phone', 'call', '.', 'I', 'mean', 'all', 'the', 'way', 'back', 'that', 'he', '’', 's', 'almost', 'horizontal', '.', 'From', 'my', 'desk', ',', 'I', 'can', 'hear', 'him', 'gabbing', 'away', 'but', 'can', '’', 't', 'see', 'him', '.', 'There', 'was', 'once', 'he', 'finished', 'his', 'call', 'and', 'ambled', 'over', 'to', 'my', 'area', 'to', 'talk', 'to', 'his', 'exec', '.', 'Then', 'we', 'noticed', 'his', 'hair', ',', 'which', 'was', 'standing', 'up', 'at', 'the', 'back', 'of', 'his', 'head', '.', 'The', 'four', 'of', 'us', 'started', 'laughing', 'like', 'a', 'bunch', 'of', 'crazed', 'hyenas', 'while', 'he', 'stood', 'there', 'wondering', '.', 'He', 'figured', 'it', 'out', 'right', 'then', 'and', 'smoothed', 'it', 'down', '.', 'For', 'an', 'idea', 'of', 'how', 'he', 'looked', 'like', ',', 'see', 'pic', 'below', '.', 'Of', 'course', ',', 'he', ""'s"", 'no', '30', 'yr', 'old', 'hot', ',', 'blonde', 'actress', 'but', 'you', 'get', 'the', 'idea', '.', 'I', '’', 've', 'also', 'been', 'unfortunate', 'enough', 'to', 'catch', 'his', '‘', 'symphony', 'of', 'burps', '’', 'and', 'digging-for-buried-treasure', 'performances', '.', 'You', 'won', '’', 't', 'be', 'yelling', 'for', 'an', 'encore', 'at', 'the', 'end', 'of', 'it', ',', 'believe', 'me', '!']",581,<FreqDist with 305 samples and 581 outcomes>
3396576,female,13,Student,Scorpio,"21,May,2004","       Naruto 84 is about Sasuke's past and Sasuke's chidori on Itachi =\ ... no need say also know confirm miss de... Itachi so pro, so cool ... woo!!    Itachi-san!!! *Kiss*  To download Naruto high quality episodes 1 to 84, go to  http://www.gotwoot.net/series.php?p=info&sec=1   For more animes go to  www.animesuki.com   Nice Animes available at animesuki.com -Naruto -Ragnarok the Animation ( http://www.animesuki.com/series.php/390.html ) -One Piece (  http://www.kaizoku-fansubs.com/torrent/  ) This website takes some time to load...   Other Nice animes but kana licensed...  (wahlao) -Full metal alchemist -Full metal panic fumofu -Shaman King -Saiyuki Reload (I got episodes 1 to 10.. hehe i download before they are kana licensed!!) -Groove adventure Rave -Slam dunk (although not many handsome guys there) -evagalion or wad ever.. i forgot how to spell le well ... that's all i watched and find it nice         ","['Naruto', '84', 'is', 'about', 'Sasuke', ""'s"", 'past', 'and', 'Sasuke', ""'s"", 'chidori', 'on', 'Itachi', '=\\', '...', 'no', 'need', 'say', 'also', 'know', 'confirm', 'miss', 'de', '...', 'Itachi', 'so', 'pro', ',', 'so', 'cool', '...', 'woo', '!', '!', 'Itachi-san', '!', '!', '!', '*Kiss*', 'To', 'download', 'Naruto', 'high', 'quality', 'episodes', '1', 'to', '84', ',', 'go', 'to', 'http', ':', '//www.gotwoot.net/series.php', '?', 'p=info', '&', 'sec=1', 'For', 'more', 'animes', 'go', 'to', 'www.animesuki.com', 'Nice', 'Animes', 'available', 'at', 'animesuki.com', '-Naruto', '-Ragnarok', 'the', 'Animation', '(', 'http', ':', '//www.animesuki.com/series.php/390.html', ')', '-One', 'Piece', '(', 'http', ':', '//www.kaizoku-fansubs.com/torrent/', ')', 'This', 'website', 'takes', 'some', 'time', 'to', 'load', '...', 'Other', 'Nice', 'animes', 'but', 'kana', 'licensed', '...', '(', 'wahlao', ')', '-Full', 'metal', 'alchemist', '-Full', 'metal', 'panic', 'fumofu', '-Shaman', 'King', '-Saiyuki', 'Reload', '(', 'I', 'got', 'episodes', '1', 'to', '10..', 'hehe', 'i', 'download', 'before', 'they', 'are', 'kana', 'licensed', '!', '!', ')', '-Groove', 'adventure', 'Rave', '-Slam', 'dunk', '(', 'although', 'not', 'many', 'handsome', 'guys', 'there', ')', '-evagalion', 'or', 'wad', 'ever..', 'i', 'forgot', 'how', 'to', 'spell', 'le', 'well', '...', 'that', ""'s"", 'all', 'i', 'watched', 'and', 'find', 'it', 'nice']",166,<FreqDist with 117 samples and 166 outcomes>
2527852,male,41,indUnk,Capricorn,"05,January,2003","                  7._ Km, 39:19.4, Partly cloudy -4&deg;C, 6 km wind  A bit tight in the upper legs.  EDIT: Sheesh! Why did I even bother getting the book out!                ","['7._', 'Km', ',', '39:19.4', ',', 'Partly', 'cloudy', '-4', '&', 'deg', ';', 'C', ',', '6', 'km', 'wind', 'A', 'bit', 'tight', 'in', 'the', 'upper', 'legs', '.', 'EDIT', ':', 'Sheesh', '!', 'Why', 'did', 'I', 'even', 'bother', 'getting', 'the', 'book', 'out', '!']",38,<FreqDist with 34 samples and 38 outcomes>
